License Number,Operation Type,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Zip Code,Square Footage,Retail_Address
718369,Store,JAC,KASOKA INTERNATIONAL PRODUCE INC,ANTILLANA MARKET PLACE,1273,ST NICHOLAS AVE,10033,2000,1273 ST NICHOLAS AVE
628230,Store,A,HOSSAIN ANWAR,ANWAR GROCERY,106,AVENUE B,10009,1000,106 AVENUE
711777,Store,JAC,APOLLO 2 DELI & GROCERY CORP,APOLLO 2 DELI & GROCERY,396,W 145TH STREET,10031,2200,396 W 145TH STREET
704893,Store,JAC,APOLLO DELI & FRUIT CORP,APOLLO DELI & FRUIT,2350,8TH AVE,10027,2000,2350 8TH AVE
629976,Store,JAC,LAM SUPERMARKET CORP,APPLE TREE MARKET,1225,AMSTERDAM AVE,10027,4700,1225 AMSTERDAM AVE
626465,Store,JACD,AQUA BEST INC,AQUA BEST,276,GRAND ST,10002,2000,276 GRAND ST
624985,Store,A,ARAMARK SERVICES INC,ARAMARK SERVICES 0299,1515,BROADWAY 2ND FL,10036,500,1515 BROADWAY
628832,Store,JAC,ARCHIE GROCERY CORP,ARCHIE GROCERY,1061,SAINT NICHOLAS AVE,10032,1500,1061 SAINT NICHOLAS AVE
729495,Store,JAC,MORALES OSBELIA,ARIZONA FRUTAS & VEGETA,182E,109TH ST,10029,1800,182E 109TH ST
623451,Store,A,A&R NEWS&CANDY CORP,A&R NEWS&CANDY,110,W HOUSTON ST,10012,900,110 W HOUSTON ST
723835,Store,JAC,ARPITA DELI & GROCERY INC,ARPITA DELI & GROCERY,179,CHURCH STREET,10007,800,179 CHURCH STREET
721086,Store,JAC,ARRIS DELI GROCERY CORP,ARRIS DELI GROCERY,1753,AMSTERDAM AVENUE,10031,0,1753 AMSTERDAM AVENUE
708259,Store,JAC,ASA DELICATESSEN & GROCERY STORE,ASA DELICATESSEN & GROC,545,WEST 125TH ST,10027,0,545 WEST 125TH ST
734220,Store,JAC,SHRIPADA CORP,A'S COFFEE SPOT & GROCE,353,WEST 39TH ST,10018,1000,353 WEST 39TH ST
718319,Store,JAC,A&S DELI INC,A&S DELI,2143,ADAM CLAYTON POWELL JR,10027,0,2143 ADAM
724312,Store,JAC,ASEEL GROCERY CORP,ASEEL GROCERY,505,W 211TH STREET,10034,0,505 W 211TH STREET
628811,Store,JAC,A&S FOOD MARKET II CORP,A&S FOOD MARKET II,168,LENOX AVE,10026,1000,168 LENOX AVE
728997,Store,A,ASIAN MARKET AT 3RD AVE,ASIA MARKET,214,3RD AVE,10003,0,214 3RD AVE
627235,Store,JAK,ASIAN MARKET AT MULBERRY INC,ASIA MARKET,71,1/2 MULBERRY ST,10013,2200,71 1 2 MULBERRY ST
628973,Store,JAC,ASSARY GROCERY CORP,ASSARY DELI GROCERY,343,ST NICHOLAS AVE,10027,450,343 ST NICHOLAS AVE
621104,Store,JAC,GLENDA FOOD CORP,ASSOCIATED,592,FT WASHINGTON AVE,10033,22000,592 FT WASHINGTON AVE
709555,Store,JAC,HARLEM POLO GROUNDS MEAT CORP,ASSOCIATED,159-03,HARLEM RIVER DR,10039,10000,159 03 HARLEM RIVER DR
623983,Store,JAC,LENOX & 132ND FOOD CORP,ASSOCIATED,448,LENOX AVE,10037,20000,448 LENOX AVE
624289,Store,JAC,NUVE MIGUEL CORP,ASSOCIATED,755,AMSTERDAM AVE,10025,7500,755 AMSTERDAM AVE
628166,Store,JAC,A&C SUPERMAS INC,ASSOCIATED SUPERMARKET,2444,7TH AVE,10030,5000,2444 7TH AVE
626342,Store,JAC,FGWJ FOOD CORP,ASSOCIATED SUPERMARKET,409-427,E 14TH ST,10009,12000,409 427 E 14TH ST
623254,Store,JAC,JKJ CORP,ASSOCIATED SUPERMARKET,13-15,W 100TH ST,10025,18000,13 15 W 100TH ST
715582,Store,JAC,ASTORIA CHEESE INC,ASTORIA CHEESE,779,BROADWAY,10003,500,779 BROADWAY
723824,Store,JAC,ASUNAN INC,ASUNAN,1665,LEXINGTON AVE,10029,0,1665 LEXINGTON AVE
629498,Store,A,103RD ST 99 CENT CORP,A TO Z 99 CENT STORE,2686,BROADWAY,10025,1500,2686 BROADWAY
715422,Store,JAC,AVE D & 8TH ST DELI CORP,AVE D & 8TH ST DELI,113,AVENUE D,10009,2000,113 AVENUE
714848,Store,JAC,AVENUE A CLASSIC FOODS INC,AVENUE A CLASSIC FOODS,115,AVENUE A,10009,1500,115 AVENUE
629176,Store,JAC,AVENUE A DELI & FOOD INC,AVENUE A DELI & FOOD,24,AVENUE A,10009,1100,24 AVENUE
629088,Store,JAC,AVENUE C FOOD CORP,AVENUE C FOOD,185,AVENUE C,10009,900,185 AVENUE
626890,Store,A,NAVARETTE MARIA,AXEL GROCERY,174,E 118TH ST,10035,400,174 E 118TH ST
710268,Store,JAC,AZEEZ 2 DELI GROCERY CORP,AZEEZ 2 DELI GROCERY,3895,BROADWAY,10032,1800,3895 BROADWAY
728669,Store,JAC,AZTECA FOOD COURT INC,AZTECA FOOD COURT 05/2,1869,LEXINGTON AVE,10029,0,1869 LEXINGTON AVE
629454,Store,JAC,SAI BABA QUICK STOP INC,BABA CONVENIENCE STORE,1585,2ND AVE,10028,480,1585 2ND AVE
734321,Store,JAC,1321 3RD AVE BABETH'S FEAST LLC,BABETH'S FEAST,1321,3RD AVE,10021,0,1321 3RD AVE
727682,Store,JAC,STORE 2 BABETH'S FEAST LLC,BABETH'S FEAST,309,AMSTERDAM AVE,10023,1,309 AMSTERDAM AVE
724120,Store,JAC,BABETHS FEAST 1422 3RD AVE LLC,BABETHS FEAST,1422,3RD AVE,10028,2800,1422 3RD AVE
621802,Store,JABCHK,NIGHTINGALE BAKERY CORP,BAGEL PLUS,2306,1ST AVE,10035,3000,2306 1ST AVE
621735,Store,JABCH,P&H 49 CORP,BAGELS ON THE SQUARE,7,CARMINE ST,10014,3000,7 CARMINE ST
702684,Store,JAC,BAHAMAS DELI CORP,BAHAMAS DELI,3137,BROADWAY,10027,1500,3137 BROADWAY
628940,Store,JAC,BAKED BY MELISSA LLC,BAKED BY MELISSA,109,E 42ND ST,10017,500,109 E 42ND ST
628988,Store,JAC,BAKED BY MELISSA LLC,BAKED BY MELISSA,7,E 14TH ST,10003,800,7 E 14TH ST
705553,Store,JAC,BAKED BY MELISSA LLC,BAKED BY MELISSA,784,LEXINGTON AVE,10065,500,784 LEXINGTON AVE
629249,Store,JAC,BAKED BY MELISSA LLC,BAKED BY MELISSA,2325,BROADWAY,10024,1000,2325 BROADWAY
702777,Store,JAC,BAKED BY MELISSA LLC,BAKED BY MELISSA,110,FULTON ST,10038,1800,110 FULTON ST
629096,Store,JAC,BAKED BY MELISSA LLC,BAKED BY MELISSA,526,7TH AVE,10018,1000,526 7TH AVE
629378,Store,JAC,BAKED BY MELISSA LLC,BAKED BY MELISSA,1585,BROADWAY,10036,400,1585 BROADWAY
702015,Store,JAC,BAKED BY MELISSA LLC,BAKED BY MELISSA,111,E.23RD STREET,10010,800,111 E 23RD STREET
720852,Store,JAC,BAKED BY MELISSA LLC,BAKED BY MELISSA,63,SPRING ST,10012,0,63 SPRING ST
629473,Store,JAC,BAKED BY MELISSA LLC,BAKED BY MELISSA,975,8TH AVE,10019,500,975 8TH AVE
731440,Store,JAC,BAKED BY MELISSA LLC,BAKED BY MELISSA 12/1/1,2069,E 86TH ST,10028,0,2069 E 86TH ST
620941,Store,JAC,MUK MEE SRI SUK INC,BANGKOK CENTER GROCERY,104,MOSCO ST,10013,700,104 MOSCO ST
718845,Store,JAC,BANGLA GUJRAT DELI & GROCERY INC.,BANGLA GUJRAT DELI & GR,946,COLUMBUS AVE,10025,0,946 COLUMBUS AVE
627344,Store,A,BAN THAI GIFT CENTER INC,BAN THAI GIFT CENTER,10,MOTT ST,10013,100,10 MOTT ST
726117,Store,JAC,BARAA DELI AND GROCERY INC,BARAA DELI AND GROCERY,224,NAGLE AVE,10034,500,224 NAGLE AVE
734535,Store,JAC,BARRITO DAVES LLC,BARRITO DAVES,1580,PARK AVE KITCHEN 3,10029,0,1580 PARK AVE
625709,Store,JAC,2451 BROADWAY MARKET INC,BARZINIS,2451,BROADWAY,10024,16000,2451 BROADWAY
622867,Store,JAC,ALBSHARI ABDULWAHAB,BASAL DELI GROCERY,495,2ND AVE,10016,2000,495 2ND AVE
732177,Store,JAC,BATTERY PLACE MARKET CORP,BATTERY PLACE MARKET,77,BATTERY PLACE,10280,1200,77 BATTERY PLACE
629435,Store,JAC,SHK HOLDINGS INC,BATTERY PLACE MARKET,240,MURRAY ST,10282,900,240 MURRAY ST
627621,Store,A,BC WIRELESS INC,BC WIRELESS,218,MADISON AVE,10016,400,218 MADISON AVE
708153,Store,A,BED BATH & BEYOND INC,BED BATH & BEYOND,410,E 61ST ST,10065,87499,410 E 61ST ST
628866,Store,A,BED BATH & BEYOND INC,BED BATH & BEYOND #42,620,6TH AVE,10011,3500,620 6TH AVE
716001,Store,A,BED BATH & BEYOND INC,BED BATH & BEYOND #565,1932,BROADWAY,10023,60000,1932 BROADWAY
702935,Store,JAC,BCS IRVING LLC,BEDFORD CHEESE SHOP,67,IRVING PLACE,10003,1500,67 IRVING PLACE
629342,Store,JAC,BT TO GO GCT LLC,BEER TABLE PANTRY,,MC-36 GRAND CENTRAL TERMINAL,10017,275,
724284,Store,JAC,BT TO GO WTC LLC,BEER TABLE TO GO,185,GREENWICH STREET SUITE 2455,10007,0,185 GREENWICH STREET
627700,Store,A,BEGUM NEWSTAND INC,BEGUM NEWSTAND,225,BROADWAY,10007,300,225 BROADWAY
627949,Store,JAC,BELLO DELI FOOD CORP,BELLO DELI FOOD,5009,BROADWAY,10034,1500,5009 BROADWAY
623326,Store,JAC,BEN ELHASEL DELI LLC,BENS DELI,32,AVENUE B,10009,2000,32 AVENUE
626418,Store,A,BEST AMERICAN INC,BEST AMERICAN 99C STORE,3589,BROADWAY,10031,40000,3589 BROADWAY
627347,Store,JAC,ESSEX FARM INC,BEST FARM,120,ESSEX ST #35,10002,700,120 ESSEX ST
729448,Store,JAC,BEST FOOD EXPRESS DELI CORP,BEST FOOD EXPRESS DELI,393,LENOX AVE,10027,0,393 LENOX AVE
716661,Store,JAC,BEST GOURMET DELI & GRILL INC,BEST GOURMET DELI & GRI,494,AUDUBON AVENUE,10040,1800,494 AUDUBON AVENUE
705291,Store,JAC,BEST GOURMET DELI GROCERY INC,BEST GOURMET DELI GROCE,896,AMSTERDAM AVE,10025,800,896 AMSTERDAM AVE
620310,Store,JAC,FAMILY FARM INC,BEST HEALTH GOURMT DELI,1384,1ST AVE,10021,2000,1384 1ST AVE
721000,Store,JABC,BEST MARKET OF TRIBECA INC,BEST MARKET,316,GREENWICH ST,10013,22000,316 GREENWICH ST
627739,Store,JAC,BEST NY DELI GROCERY INC,BEST NY DELI GROCERY,4133,BROADWAY,10033,600,4133 BROADWAY
716840,Store,JAC,BEST OF HARLEM CORP,BEST OF HARLEM DELI,585,LENOX AVE,10037,2000,585 LENOX AVE
627055,Store,JAC,FIRST AVENUE DELI&GROCERY INC,BEST PRICE DELI&GRCY,196,1ST AVE,10009,2000,196 1ST AVE
707563,Store,JAC,BEST WESTERN GOURMET CORP,BEST WESTERN GOURMET,686,10TH AVE,10019,2800,686 10TH AVE
628522,Store,JAC,BEST YET MARKET OF HARLEM INC,BEST YET MARKET,2187,FREDERICK DOUGLASS BLVD,10026,30000,2187 FREDERICK DOUGLASS BLVD
732672,Store,JAC,79 DELI NY CORP,BETHEL GOURMET FOOD,79,GREENWICH AVE,10014,1000,79 GREENWICH AVE
627696,Store,JAC,BLACK SEA PRODUCE CORP,BEYOGLU GARDEN MARKET P,1593,YORK AVE,10028,800,1593 YORK AVE
717970,Store,JAC,LIN RUI MIN,BFH,43,EAST BROADWAY STORE A,10002,300,43 EAST BROADWAY
718530,Store,JAC,BHH ENTERPRISE INC,BHH ENTERPRISE,52,RIVINGTON ST,10002,0,52 RIVINGTON ST
727965,Store,JAC,BIEN CUIT GRAND CENTRAL LLC,BIEN CUIT GRAND CENTRAL,89,E 42ND STREET,10017,300,89 E 42ND STREET
720037,Store,JAC,BIG APPLE FOOD MARKET CORP,BIG APPLE FOOD MARKET,219,EAST BROADWAY,10002,2000,219 EAST BROADWAY
727458,Store,JAC,BIG APPLE GRILL DELI INC,BIG APPLE GRILL DELI 02,521,LENOX AVENUE,10037,1200,521 LENOX AVENUE
706473,Store,JAC,BIG APPLE MEAT MARKET INC,BIG APPLE MEAT MARKET,529,9TH AVE,10018,2800,529 9TH AVE
725353,Store,JAC,BIG APPLE SMOKE SHOP & ORGANIC CO,BIG APPLE SMOKE SHOP,3542,BROADWAY,10031,1500,3542 BROADWAY
731669,Store,JAC,BIG BOY GOURMET CORP,BIG BOY GOURMET,244,W 14 ST,10011,0,244 W 14 ST
713257,Store,JAC,BIG FARM MEX PRODUCE INC,BIG FARM MEX PRODUCE,2100,AMSTERDAM AVE STORE 1,10032,1800,2100 AMSTERDAM AVE
717321,Store,A,BIG PANDA INC,BIG PANDA GROCERY,47,CATHERINE ST,10038,1800,47 CATHERINE ST
712854,Store,A,AMIS 99% CORP,BIKE SHOP CAFE,242,LENOX AVE,10027,750,242 LENOX AVE
621257,Store,A,A&BILL GROCERY CORP,BILL GROCERY,4,W 31ST ST,10001,900,4 W 31ST ST
715722,Store,JAC,BISUAKUMESU KAPUMB TSHIALAMINA,BISUAKUMESU KAPUMB TSHI,219,W 145TH ST,10039,350,219 W 145TH ST
722371,Store,A,BLA CANDY STORE INC,BLA CANDY STORE,1850,3RD AVENUE,10029,1500,1850 3RD AVENUE
621462,Store,JAC,BLEECKER FARM CORP,BLEECKER FARM,272,BLEECKER ST,10014,1800,272 BLEECKER ST
702550,Store,JAC,BLEECKER FINEST CORP,BLEECKER FINEST,171,BLEECKER ST,10012,1800,171 BLEECKER ST
728508,Store,A,BLEECKER SMOKE & CONVENIENCE INC,BLEECKER SMOKE & CONVEN,177,BLEECKER ST,10012,750,177 BLEECKER ST
625992,Store,A,BLOOMINGDALES INC,BLOOMINGDALES,1000,3RD AVE,10022,0,1000 3RD AVE
724244,Store,JAC,BLP MEAT MARKET CORP,BLP MEAT MARKET,72,CLINTON ST,10002,500,72 CLINTON ST
625455,Store,JAC,BLUE MOON DELI&GROCERY INC,BLUE MOON DELI&GROCERY,1773,1ST AVE,10128,1500,1773 1ST AVE
620778,Store,JAC,SON KWAN GROCERY INC,BLUE VALLEY DELI,570,6TH AVE,10011,4000,570 6TH AVE
720188,Store,JAC,BOBS DELI AND GROCERY INC,BOBS DELI AND GROCERY,108,E 126TH ST,10035,1500,108 E 126TH ST
624510,Store,JACK,BODY&SOUL NATURAL GRMT FOODS INC,BODY&SOUL,,E 17TH ST &UNION SQ,10003,50,
725409,Store,JAC,MAOO PERU PRODUCE INC,BONAO FOOD MARKET,1300,ST NICHOLAS AVE,10033,1000,1300 ST NICHOLAS AVE
625960,Store,JAC,BONAO MEATS AND PRODUCE INC,BONAO MEATS AND PRODUCE,4189,BROADWAY STORE 6,10033,700,4189 BROADWAY
733371,Store,A,BONBONNYC LLC,BON BON,130,ALLEN STREET,10002,300,130 ALLEN STREET
622708,Store,JAC,BOR KEE FOOD MARKET INC,BOR KEE FOOD MARKET,241,GRAND ST,10002,0,241 GRAND ST
705076,Store,JAC,SHREE YAMUNAKRUPA CORP,BOUWERIE ICONIC MAGAZIN,215,BOWERY ST,10002,3,215 BOWERY ST
628656,Store,A,CITY FUELS LLC,BP,4353,BROADWAY,10033,2300,4353 BROADWAY
702359,Store,JAC,EASTSIDE GAS INC,BP FOOD MART,1890,PARK AVE STE 129,10035,350,1890 PARK AVE
629409,Store,A,UPTOWN SERVICE STATION CORP,BP FOOD SHOP,2326,FIRST AVE,10035,400,2326 FIRST AVE
705393,Store,JAC,BEST SERVICE STATION INC,BP ON THE RUN,2161,AMSTERDAM AVE,10032,1500,2161 AMSTERDAM AVE
723286,Store,A,BRADHURST DELI CORP,BRADHURST DELI,242,BRADHURST AVE,10039,350,242 BRADHURST AVE
710528,Store,JAC,BRAVO AT 2301 DELI CORP,BRAVO AT 2301 DELI,2301,7TH AVE,10030,900,2301 7TH AVE
628875,Store,JAC,C&N NEW YORK FOOD CORP,BRAVO SUPERMARKET,4138,BROADWAY,10033,5000,4138 BROADWAY
621654,Store,JAC,ORIGINAL SUPERMARKET CORP THE,BRAVO SUPERMARKET,4261-9,BROADWAY,10033,4000,4261 9
622458,Store,JAC,POLA SUPERMARKET CORP,BRAVO SUPERMARKET,1331,ST NICHOLAS AVE,10033,10000,1331 ST NICHOLAS AVE
626943,Store,JAC,RANCHOS FOOD CORP,BRAVO SUPERMARKET,71-81,W 104TH ST,10025,10000,71 81 W 104TH ST
624522,Store,JKA,LEADER DAN,BREAD ALONE,,E 17TH ST & UNION SQ,10003,50,
720918,Store,JAC,BREAD & BUTTER ISLAND MARKET CORP,BREAD & BUTTER ISLAND M,579,MAIN STREET,10044,0,579 MAIN STREET
628822,Store,JAC,12 EAST FF CORP,BREAD & HONEY,941,8TH AVE,10019,8000,941 8TH AVE
734792,Store,JAC,CHASE HOSPITALITY GROUP NY INC,BREAKJUICERY,132,EDGECOMBE AVE,10030,0,132 EDGECOMBE AVE
734891,Store,A,BGSTAND 110 GREENE LLC,BRIDGES GENERAL,110,GREEN STREET GROUND FLOOR #,10012,0,110 GREEN STREET
734890,Store,A,BGSTAND 350 LLC,BRIDGES GENERAL,350,MADISON AVENUE (GF),10017,0,350 MADISON AVENUE
734634,Store,A,BGSTAND 770 BROADWAY LLC,BRIDGES GENERAL,770,BROADWAY,10003,500,770 BROADWAY
734895,Store,A,BRIDGES 31 W52 LLC,BRIDGES GENERAL,31,WEST 52ND STREET GF,10019,0,31 WEST 52ND STREET
734900,Store,A,BRIDGES II MADISON LLC,BRIDGES GENERAL,11,MADISON AVENUE (GF),10010,0,11 MADISON AVENUE
734893,Store,A,BRIDGES II TIMES SQUARE LLC,BRIDGES GENERAL,11,TIMES SQUARE GROUND FLOOR WEST,10036,0,11 TIMES SQUARE
717864,Store,JAC,BROAD FISH MARKET INC,BROAD FISH MARKET,3519,BROADWAY,10031,1600,3519 BROADWAY
725696,Store,JAC,BROADWAY DELI GRILL & ORGANIC PLU,BROADWAY DELI GRILL & O,4996,BROADWAY,10034,375,4996 BROADWAY
718791,Store,JAC,BROADWAY FAMOUS DELI CORP,BROADWAY FAMOUS DELI,4879,BROADWAY,10034,0,4879 BROADWAY
626772,Store,JAC,172 FOOD CORP,BROADWAY FARM,4081,BROADWAY,10032,2000,4081 BROADWAY
624421,Store,JAC,BROADWAY FRUIT MARKET LLC,BROADWAY FARM,2341,BROADWAY,10024,4300,2341 BROADWAY
733197,Store,JAC,BROADWAY FINEST DELI CORP,BROADWAY FINEST DELI,3620,BROADWAY,10031,0,3620 BROADWAY
721445,Store,JAC,BROADWAY GOURMET DELI CORP,BROADWAY GOURMET DELI,3750,BROADWAY,10032,2000,3750 BROADWAY
624061,Store,JAC,CHOWDHURY MOHAMMED BACCHU A,BROADWAY NEWS STAND,4765,BROADWAY,10034,500,4765 BROADWAY
722276,Store,JAC,GHANSHYAM 2 DELI & GROCERY INC,BROADWAY WHOLESOME FOOD,3578,BROADWAY,10031,0,3578 BROADWAY
622210,Store,JAC,BROADYKE MEAT MARKET INC,BROADYKE MEAT MARKET,4767,BROADWAY,10034,1000,4767 BROADWAY
723276,Store,JAC,BROOKLYN DELI & CIGAR KING CORP,BROOKLYN DELI & CIGAR K,288,8TH AVE,10001,1200,288 8TH AVE
708131,Store,JABC,431 FOOD MARKET CORP,BROOKLYN FARE,431,WEST 37TH ST UNIT A,10018,9500,431 WEST 37TH ST
723973,Store,JAC,BROOKLYN FARE GREENWICH LLC,BROOKLYN FARE GREENWICH,666,GREENWICH ST,10014,0,666 GREENWICH ST
734089,Store,JAC,MACOON INC,BROOKLYN RAMEN,370,LEXINGTON AVE,10017,20,370 LEXINGTON AVE
733240,Store,JAC,MACOON INC,BROOKLYN RAMEN (KATAGI),224,E 59TH STREET,10022,20,224 E 59TH STREET
721050,Store,A,BROTHER 4 PANCAKE INC,BROTHER 4 PANCAKE,88,E BROADWAY #120,10002,650,88 E BROADWAY
624017,Store,JAC,BROTHERS CANDY&GROCERY STORE INC,BROTHERS CANDY&GROCERY,542,E 14TH ST,10009,550,542 E 14TH ST
726092,Store,JAC,BROTHERS MINI GROCERY CORP,BROTHERS MINI GROCERY,198,W 134TH ST,10030,1500,198 W 134TH ST
732293,Store,JAC,BROTHERS MINI MARKET INC,BROTHERS MINI MARKET,23,AVE D,10009,0,23 AVE
626151,Store,JAC,1017 FRUIT & VEGTABLE CORP,BRYANT MARKET,1017,AVENUE OF THE AMERICAS,10018,2500,1017 AVENUE
626849,Store,A,N&R TRAIN CORP,BUCHUBHAI MEHTA,,TIMES SQUARE COMPLEX BMT SBWY,10036,400,
724608,Store,JAC,BUENO'S SNACK SHOP INC,BUENO'S SNACK SHOP,645,W 184 ST WADSWORTH AVE,10033,500,645 W 184 ST WADSWORTH AVE
