zip_Code,County,City,State
27964,Currituck,Point Harbor,North Carolina
27965,Currituck,Poplar Branch,North Carolina
27966,Currituck,Powells Point,North Carolina
27967,Bertie,Powellsville,North Carolina
27968,Dare,Rodanthe,North Carolina
27970,Washington,Roper,North Carolina
27972,Dare,Salvo,North Carolina
27973,Currituck,Shawboro,North Carolina
27974,Camden,Shiloh,North Carolina
27976,Camden,South Mills,North Carolina
27978,Dare,Stumpy Point,North Carolina
27979,Gates,Sunbury,North Carolina
27980,Chowan,Tyner,North Carolina
27981,Dare,Wanchese,North Carolina
27982,Dare,Waves,North Carolina
27983,Bertie,Windsor,North Carolina
27985,Perquimans,Winfall,North Carolina
27986,Hertford,Winton,North Carolina
28001,Stanly,Albemarle,North Carolina
28006,Gaston,Alexis,North Carolina
28007,Anson,Ansonville,North Carolina
28009,Stanly,Badin,North Carolina
28012,Gaston,Belmont,North Carolina
28016,Gaston,Bessemer City,North Carolina
28017,Cleveland,Boiling Springs,North Carolina
28018,Rutherford,Bostic,North Carolina
28019,Rutherford,Caroleen,North Carolina
28020,Cleveland,Casar,North Carolina
28021,Gaston,Cherryville,North Carolina
28023,Rowan,China Grove,North Carolina
28025,Cabarrus,Concord,North Carolina
28027,Cabarrus,Concord,North Carolina
28031,Mecklenburg,Cornelius,North Carolina
28032,Gaston,Cramerton,North Carolina
28033,Lincoln,Crouse,North Carolina
28034,Gaston,Dallas,North Carolina
28036,Mecklenburg,Davidson,North Carolina
28037,Lincoln,Denver,North Carolina
28039,Rowan,East Spencer,North Carolina
28040,Rutherford,Ellenboro,North Carolina
28043,Rutherford,Forest City,North Carolina
28052,Gaston,Gastonia,North Carolina
28054,Gaston,Gastonia,North Carolina
28056,Gaston,Gastonia,North Carolina
28071,Rowan,Gold Hill,North Carolina
28072,Rowan,Granite Quarry,North Carolina
28073,Cleveland,Grover,North Carolina
28075,Cabarrus,Harrisburg,North Carolina
28076,Rutherford,Henrietta,North Carolina
28077,Gaston,High Shoals,North Carolina
28078,Mecklenburg,Huntersville,North Carolina
28079,Union,Indian Trail,North Carolina
28080,Lincoln,Iron Station,North Carolina
28081,Cabarrus,Kannapolis,North Carolina
28083,Cabarrus,Kannapolis,North Carolina
28086,Cleveland,Kings Mountain,North Carolina
28088,Rowan,Landis,North Carolina
28089,Cleveland,Lattimore,North Carolina
28090,Cleveland,Lawndale,North Carolina
28091,Anson,Lilesville,North Carolina
28092,Lincoln,Lincolnton,North Carolina
28097,Stanly,Locust,North Carolina
28098,Gaston,Lowell,North Carolina
28101,Gaston,Mc Adenville,North Carolina
28102,Anson,Mc Farlan,North Carolina
28103,Union,Marshville,North Carolina
28104,Union,Matthews,North Carolina
28105,Mecklenburg,Matthews,North Carolina
28107,Cabarrus,Midland,North Carolina
28108,Union,Mineral Springs,North Carolina
28109,Stanly,Misenheimer,North Carolina
28110,Union,Monroe,North Carolina
28112,Union,Monroe,North Carolina
28114,Rutherford,Mooresboro,North Carolina
28115,Iredell,Mooresville,North Carolina
28117,Iredell,Mooresville,North Carolina
28119,Anson,Morven,North Carolina
28120,Gaston,Mount Holly,North Carolina
28124,Cabarrus,Mount Pleasant,North Carolina
28125,Rowan,Mount Ulla,North Carolina
28127,Stanly,New London,North Carolina
28128,Stanly,Norwood,North Carolina
28129,Stanly,Oakboro,North Carolina
28133,Anson,Peachland,North Carolina
28134,Mecklenburg,Pineville,North Carolina
28135,Anson,Polkton,North Carolina
28137,Stanly,Richfield,North Carolina
28138,Rowan,Rockwell,North Carolina
28139,Rutherford,Rutherfordton,North Carolina
28144,Rowan,Salisbury,North Carolina
28146,Rowan,Salisbury,North Carolina
28147,Rowan,Salisbury,North Carolina
28150,Cleveland,Shelby,North Carolina
28152,Cleveland,Shelby,North Carolina
28159,Rowan,Spencer,North Carolina
28160,Rutherford,Spindale,North Carolina
28163,Stanly,Stanfield,North Carolina
28164,Gaston,Stanley,North Carolina
28166,Iredell,Troutman,North Carolina
28167,Rutherford,Union Mills,North Carolina
28168,Lincoln,Vale,North Carolina
28169,Cleveland,Waco,North Carolina
28170,Anson,Wadesboro,North Carolina
28173,Union,Waxhaw,North Carolina
28174,Union,Wingate,North Carolina
28202,Mecklenburg,Charlotte,North Carolina
28203,Mecklenburg,Charlotte,North Carolina
28204,Mecklenburg,Charlotte,North Carolina
28205,Mecklenburg,Charlotte,North Carolina
28206,Mecklenburg,Charlotte,North Carolina
28207,Mecklenburg,Charlotte,North Carolina
28208,Mecklenburg,Charlotte,North Carolina
28209,Mecklenburg,Charlotte,North Carolina
28210,Mecklenburg,Charlotte,North Carolina
28211,Mecklenburg,Charlotte,North Carolina
28212,Mecklenburg,Charlotte,North Carolina
28213,Mecklenburg,Charlotte,North Carolina
28214,Mecklenburg,Charlotte,North Carolina
28215,Mecklenburg,Charlotte,North Carolina
28216,Mecklenburg,Charlotte,North Carolina
28217,Mecklenburg,Charlotte,North Carolina
28226,Mecklenburg,Charlotte,North Carolina
28227,Mecklenburg,Charlotte,North Carolina
28244,Mecklenburg,Charlotte,North Carolina
28262,Mecklenburg,Charlotte,North Carolina
28269,Mecklenburg,Charlotte,North Carolina
28270,Mecklenburg,Charlotte,North Carolina
28273,Mecklenburg,Charlotte,North Carolina
28277,Mecklenburg,Charlotte,North Carolina
28278,Mecklenburg,Charlotte,North Carolina
28280,Mecklenburg,Charlotte,North Carolina
28282,Mecklenburg,Charlotte,North Carolina
28301,Cumberland,Fayetteville,North Carolina
28303,Cumberland,Fayetteville,North Carolina
28304,Cumberland,Fayetteville,North Carolina
28305,Cumberland,Fayetteville,North Carolina
28306,Cumberland,Fayetteville,North Carolina
28307,Cumberland,Fort Bragg,North Carolina
28308,Cumberland,Pope Army Airfield,North Carolina
28310,Cumberland,Fort Bragg,North Carolina
28311,Cumberland,Fayetteville,North Carolina
28312,Cumberland,Fayetteville,North Carolina
28314,Cumberland,Fayetteville,North Carolina
28315,Moore,Aberdeen,North Carolina
28318,Sampson,Autryville,North Carolina
28320,Bladen,Bladenboro,North Carolina
28323,Harnett,Bunnlevel,North Carolina
28325,Duplin,Calypso,North Carolina
28326,Harnett,Cameron,North Carolina
28327,Moore,Carthage,North Carolina
28328,Sampson,Clinton,North Carolina
28330,Richmond,Cordova,North Carolina
28332,Bladen,Dublin,North Carolina
28333,Wayne,Dudley,North Carolina
28334,Harnett,Dunn,North Carolina
28337,Bladen,Elizabethtown,North Carolina
28338,Richmond,Ellerbe,North Carolina
28339,Harnett,Erwin,North Carolina
28340,Robeson,Fairmont,North Carolina
28341,Duplin,Faison,North Carolina
28342,Cumberland,Falcon,North Carolina
28343,Scotland,Gibson,North Carolina
28344,Sampson,Godwin,North Carolina
28345,Richmond,Hamlet,North Carolina
28347,Richmond,Hoffman,North Carolina
28348,Cumberland,Hope Mills,North Carolina
28349,Duplin,Kenansville,North Carolina
28350,Moore,Lakeview,North Carolina
28351,Scotland,Laurel Hill,North Carolina
28352,Scotland,Laurinburg,North Carolina
28356,Cumberland,Linden,North Carolina
28357,Robeson,Lumber Bridge,North Carolina
28358,Robeson,Lumberton,North Carolina
28360,Robeson,Lumberton,North Carolina
28363,Scotland,Marston,North Carolina
28364,Robeson,Maxton,North Carolina
28365,Wayne,Mount Olive,North Carolina
28366,Sampson,Newton Grove,North Carolina
28367,Richmond,Norman,North Carolina
28369,Robeson,Orrum,North Carolina
28371,Robeson,Parkton,North Carolina
28372,Robeson,Pembroke,North Carolina
28373,Moore,Pinebluff,North Carolina
28374,Moore,Pinehurst,North Carolina
28375,Robeson,Proctorville,North Carolina
28376,Hoke,Raeford,North Carolina
28377,Robeson,Red Springs,North Carolina
28379,Richmond,Rockingham,North Carolina
28382,Sampson,Roseboro,North Carolina
28383,Robeson,Rowland,North Carolina
28384,Robeson,Saint Pauls,North Carolina
28385,Sampson,Salemburg,North Carolina
28386,Robeson,Shannon,North Carolina
28387,Moore,Southern Pines,North Carolina
28390,Harnett,Spring Lake,North Carolina
28391,Cumberland,Stedman,North Carolina
28392,Bladen,Tar Heel,North Carolina
28393,Sampson,Turkey,North Carolina
28394,Moore,Vass,North Carolina
28395,Cumberland,Wade,North Carolina
28396,Scotland,Wagram,North Carolina
28398,Duplin,Warsaw,North Carolina
28399,Bladen,White Oak,North Carolina
28401,New Hanover,Wilmington,North Carolina
28403,New Hanover,Wilmington,North Carolina
28405,New Hanover,Wilmington,North Carolina
28409,New Hanover,Wilmington,North Carolina
28411,New Hanover,Wilmington,North Carolina
28412,New Hanover,Wilmington,North Carolina
28420,Brunswick,Ash,North Carolina
28421,Pender,Atkinson,North Carolina
28422,Brunswick,Bolivia,North Carolina
28423,Columbus,Bolton,North Carolina
28424,Columbus,Brunswick,North Carolina
28425,Pender,Burgaw,North Carolina
28428,New Hanover,Carolina Beach,North Carolina
28429,New Hanover,Castle Hayne,North Carolina
28430,Columbus,Cerro Gordo,North Carolina
28431,Columbus,Chadbourn,North Carolina
28432,Columbus,Clarendon,North Carolina
28433,Bladen,Clarkton,North Carolina
28434,Bladen,Council,North Carolina
28435,Pender,Currie,North Carolina
28436,Columbus,Delco,North Carolina
28438,Columbus,Evergreen,North Carolina
28439,Columbus,Fair Bluff,North Carolina
28441,Sampson,Garland,North Carolina
28442,Columbus,Hallsboro,North Carolina
28443,Pender,Hampstead,North Carolina
28444,Sampson,Harrells,North Carolina
28445,Onslow,Holly Ridge,North Carolina
28447,Sampson,Ivanhoe,North Carolina
28448,Bladen,Kelly,North Carolina
28449,New Hanover,Kure Beach,North Carolina
28450,Columbus,Lake Waccamaw,North Carolina
28451,Brunswick,Leland,North Carolina
28452,Brunswick,Longwood,North Carolina
28453,Duplin,Magnolia,North Carolina
28454,Onslow,Maple Hill,North Carolina
28455,Columbus,Nakina,North Carolina
28456,Brunswick,Riegelwood,North Carolina
28457,Pender,Rocky Point,North Carolina
28458,Duplin,Rose Hill,North Carolina
28460,Onslow,Sneads Ferry,North Carolina
28461,Brunswick,Southport,North Carolina
28462,Brunswick,Supply,North Carolina
28463,Columbus,Tabor City,North Carolina
28464,Duplin,Teachey,North Carolina
28465,Brunswick,Oak Island,North Carolina
28466,Duplin,Wallace,North Carolina
28467,Brunswick,Calabash,North Carolina
28468,Brunswick,Sunset Beach,North Carolina
28469,Brunswick,Ocean Isle Beach,North Carolina
28470,Brunswick,Shallotte,North Carolina
28472,Columbus,Whiteville,North Carolina
28478,Pender,Willard,North Carolina
28479,Brunswick,Winnabow,North Carolina
28480,New Hanover,Wrightsville Beach,North Carolina
28501,Lenoir,Kinston,North Carolina
28504,Lenoir,Kinston,North Carolina
28508,Duplin,Albertson,North Carolina
28510,Pamlico,Arapahoe,North Carolina
28511,Carteret,Atlantic,North Carolina
28512,Carteret,Atlantic Beach,North Carolina
28513,Pitt,Ayden,North Carolina
28515,Pamlico,Bayboro,North Carolina
28516,Carteret,Beaufort,North Carolina
28518,Duplin,Beulaville,North Carolina
28519,Craven,Bridgeton,North Carolina
28520,Carteret,Cedar Island,North Carolina
28521,Duplin,Chinquapin,North Carolina
28523,Craven,Cove City,North Carolina
28524,Carteret,Davis,North Carolina
28525,Lenoir,Deep Run,North Carolina
28526,Craven,Dover,North Carolina
28527,Craven,Ernul,North Carolina
28528,Carteret,Gloucester,North Carolina
28529,Pamlico,Grantsboro,North Carolina
28530,Craven,Grifton,North Carolina
28531,Carteret,Harkers Island,North Carolina
28532,Craven,Havelock,North Carolina
28533,Craven,Cherry Point,North Carolina
28537,Pamlico,Hobucken,North Carolina
28538,Greene,Hookerton,North Carolina
28539,Onslow,Hubert,North Carolina
28540,Onslow,Jacksonville,North Carolina
28543,Onslow,Tarawa Terrace,North Carolina
28544,Onslow,Midway Park,North Carolina
28546,Onslow,Jacksonville,North Carolina
28547,Onslow,Camp Lejeune,North Carolina
28551,Greene,La Grange,North Carolina
28552,Pamlico,Lowland,North Carolina
28553,Carteret,Marshallberg,North Carolina
28554,Greene,Maury,North Carolina
28555,Onslow,Maysville,North Carolina
28556,Pamlico,Merritt,North Carolina
28557,Carteret,Morehead City,North Carolina
28560,Craven,New Bern,North Carolina
28562,Craven,New Bern,North Carolina
28570,Carteret,Newport,North Carolina
28571,Pamlico,Oriental,North Carolina
28572,Duplin,Pink Hill,North Carolina
28573,Jones,Pollocksville,North Carolina
28574,Onslow,Richlands,North Carolina
28575,Carteret,Salter Path,North Carolina
28577,Carteret,Sealevel,North Carolina
28578,Wayne,Seven Springs,North Carolina
28579,Carteret,Smyrna,North Carolina
28580,Greene,Snow Hill,North Carolina
28581,Carteret,Stacy,North Carolina
28582,Onslow,Stella,North Carolina
28583,Pamlico,Stonewall,North Carolina
28584,Carteret,Swansboro,North Carolina
28585,Jones,Trenton,North Carolina
28586,Craven,Vanceboro,North Carolina
28587,Pamlico,Vandemere,North Carolina
28589,Carteret,Williston,North Carolina
28590,Pitt,Winterville,North Carolina
28594,Carteret,Emerald Isle,North Carolina
28601,Catawba,Hickory,North Carolina
28602,Catawba,Hickory,North Carolina
28604,Watauga,Banner Elk,North Carolina
28605,Watauga,Blowing Rock,North Carolina
28606,Wilkes,Boomer,North Carolina
28607,Watauga,Boone,North Carolina
28609,Catawba,Catawba,North Carolina
28610,Catawba,Claremont,North Carolina
28611,Caldwell,Collettsville,North Carolina
28612,Burke,Connelly Springs,North Carolina
28613,Catawba,Conover,North Carolina
28615,Ashe,Creston,North Carolina
28616,Avery,Crossnore,North Carolina
28617,Ashe,Crumpler,North Carolina
28618,Watauga,Deep Gap,North Carolina
28619,Burke,Drexel,North Carolina
28621,Surry,Elkin,North Carolina
28622,Avery,Elk Park,North Carolina
28623,Alleghany,Ennice,North Carolina
28624,Wilkes,Ferguson,North Carolina
28625,Iredell,Statesville,North Carolina
28626,Ashe,Fleetwood,North Carolina
28627,Alleghany,Glade Valley,North Carolina
28628,Burke,Glen Alpine,North Carolina
28629,Ashe,Glendale Springs,North Carolina
28630,Caldwell,Granite Falls,North Carolina
28631,Ashe,Grassy Creek,North Carolina
28634,Iredell,Harmony,North Carolina
28635,Wilkes,Hays,North Carolina
28636,Alexander,Hiddenite,North Carolina
28637,Burke,Hildebran,North Carolina
28638,Caldwell,Hudson,North Carolina
28640,Ashe,Jefferson,North Carolina
28642,Yadkin,Jonesville,North Carolina
28643,Ashe,Lansing,North Carolina
28644,Alleghany,Laurel Springs,North Carolina
28645,Caldwell,Lenoir,North Carolina
28646,Avery,Linville,North Carolina
28647,Avery,Linville Falls,North Carolina
28649,Wilkes,Mc Grady,North Carolina
28650,Catawba,Maiden,North Carolina
28651,Wilkes,Millers Creek,North Carolina
28652,Avery,Minneapolis,North Carolina
28654,Wilkes,Moravian Falls,North Carolina
28655,Burke,Morganton,North Carolina
28657,Avery,Newland,North Carolina
28658,Catawba,Newton,North Carolina
28659,Wilkes,North Wilkesboro,North Carolina
28660,Iredell,Olin,North Carolina
28662,Avery,Pineola,North Carolina
28663,Alleghany,Piney Creek,North Carolina
28665,Wilkes,Purlear,North Carolina
28666,Burke,Icard,North Carolina
28667,Caldwell,Rhodhiss,North Carolina
28668,Alleghany,Roaring Gap,North Carolina
28669,Wilkes,Roaring River,North Carolina
28670,Wilkes,Ronda,North Carolina
28671,Burke,Rutherford College,North Carolina
28672,Ashe,Scottville,North Carolina
28673,Catawba,Sherrills Ford,North Carolina
28675,Alleghany,Sparta,North Carolina
28676,Surry,State Road,North Carolina
28677,Iredell,Statesville,North Carolina
28678,Alexander,Stony Point,North Carolina
28679,Watauga,Sugar Grove,North Carolina
28681,Alexander,Taylorsville,North Carolina
28682,Catawba,Terrell,North Carolina
28683,Surry,Thurmond,North Carolina
28684,Ashe,Todd,North Carolina
28685,Wilkes,Traphill,North Carolina
28689,Iredell,Union Grove,North Carolina
28690,Burke,Valdese,North Carolina
28692,Watauga,Vilas,North Carolina
28693,Ashe,Warrensville,North Carolina
28694,Ashe,West Jefferson,North Carolina
28697,Wilkes,Wilkesboro,North Carolina
28698,Watauga,Zionville,North Carolina
28701,Buncombe,Alexander,North Carolina
28702,Graham,Almond,North Carolina
28704,Buncombe,Arden,North Carolina
28705,Mitchell,Bakersville,North Carolina
28707,Jackson,Balsam,North Carolina
28708,Transylvania,Balsam Grove,North Carolina
28709,Buncombe,Barnardsville,North Carolina
28711,Buncombe,Black Mountain,North Carolina
28712,Transylvania,Brevard,North Carolina
28713,Swain,Bryson City,North Carolina
28714,Yancey,Burnsville,North Carolina
28715,Buncombe,Candler,North Carolina
28716,Haywood,Canton,North Carolina
28717,Jackson,Cashiers,North Carolina
28718,Transylvania,Cedar Mountain,North Carolina
28719,Swain,Cherokee,North Carolina
28720,Rutherford,Chimney Rock,North Carolina
28721,Haywood,Clyde,North Carolina
28722,Polk,Columbus,North Carolina
28723,Jackson,Cullowhee,North Carolina
28725,Jackson,Dillsboro,North Carolina
28726,Henderson,East Flat Rock,North Carolina
28729,Henderson,Etowah,North Carolina
28730,Buncombe,Fairview,North Carolina
28731,Henderson,Flat Rock,North Carolina
28732,Henderson,Fletcher,North Carolina
28733,Graham,Fontana Dam,North Carolina
28734,Macon,Franklin,North Carolina
28735,Henderson,Gerton,North Carolina
28736,Jackson,Glenville,North Carolina
28739,Henderson,Hendersonville,North Carolina
28740,Yancey,Green Mountain,North Carolina
28741,Macon,Highlands,North Carolina
28742,Henderson,Horse Shoe,North Carolina
28743,Madison,Hot Springs,North Carolina
28745,Haywood,Lake Junaluska,North Carolina
28746,Rutherford,Lake Lure,North Carolina
28747,Transylvania,Lake Toxaway,North Carolina
28748,Buncombe,Leicester,North Carolina
28749,McDowell,Little Switzerland,North Carolina
28751,Haywood,Maggie Valley,North Carolina
28752,McDowell,Marion,North Carolina
28753,Madison,Marshall,North Carolina
28754,Madison,Mars Hill,North Carolina
28756,Polk,Mill Spring,North Carolina
28757,Buncombe,Montreat,North Carolina
28759,Henderson,Mills River,North Carolina
28761,McDowell,Nebo,North Carolina
28762,McDowell,Old Fort,North Carolina
28763,Macon,Otto,North Carolina
28766,Transylvania,Penrose,North Carolina
28768,Transylvania,Pisgah Forest,North Carolina
28771,Graham,Robbinsville,North Carolina
28772,Transylvania,Rosman,North Carolina
28773,Polk,Saluda,North Carolina
28774,Transylvania,Sapphire,North Carolina
28775,Macon,Scaly Mountain,North Carolina
28777,Mitchell,Spruce Pine,North Carolina
28778,Buncombe,Swannanoa,North Carolina
28779,Jackson,Sylva,North Carolina
28781,Macon,Topton,North Carolina
28782,Polk,Tryon,North Carolina
28783,Jackson,Tuckasegee,North Carolina
28785,Haywood,Waynesville,North Carolina
28786,Haywood,Waynesville,North Carolina
28787,Buncombe,Weaverville,North Carolina
28789,Jackson,Whittier,North Carolina
28790,Henderson,Zirconia,North Carolina
28791,Henderson,Hendersonville,North Carolina
28792,Henderson,Hendersonville,North Carolina
28801,Buncombe,Asheville,North Carolina
28803,Buncombe,Asheville,North Carolina
28804,Buncombe,Asheville,North Carolina
28805,Buncombe,Asheville,North Carolina
28806,Buncombe,Asheville,North Carolina
28901,Cherokee,Andrews,North Carolina
28902,Clay,Brasstown,North Carolina
28904,Clay,Hayesville,North Carolina
28905,Cherokee,Marble,North Carolina
28906,Cherokee,Murphy,North Carolina
28909,Clay,Warne,North Carolina
58001,Richland,Abercrombie,North Dakota
58002,Cass,Absaraka,North Dakota
58004,Cass,Amenia,North Dakota
58005,Cass,Argusville,North Dakota
58006,Cass,Arthur,North Dakota
58007,Cass,Ayr,North Dakota
58008,Richland,Barney,North Dakota
58009,Traill,Blanchard,North Dakota
58011,Cass,Buffalo,North Dakota
58012,Cass,Casselton,North Dakota
58013,Sargent,Cayuga,North Dakota
58015,Richland,Christine,North Dakota
58016,Traill,Clifford,North Dakota
58017,Sargent,Cogswell,North Dakota
58018,Richland,Colfax,North Dakota
58021,Cass,Davenport,North Dakota
58027,Ransom,Enderlin,North Dakota
58029,Cass,Erie,North Dakota
58030,Richland,Fairmount,North Dakota
58031,Barnes,Fingal,North Dakota
58032,Sargent,Forman,North Dakota
58033,Ransom,Fort Ransom,North Dakota
58035,Traill,Galesburg,North Dakota
58036,Cass,Gardner,North Dakota
58038,Cass,Grandin,North Dakota
58040,Sargent,Gwinner,North Dakota
58041,Richland,Hankinson,North Dakota
58042,Cass,Harwood,North Dakota
58043,Sargent,Havana,North Dakota
58045,Traill,Hillsboro,North Dakota
58046,Steele,Hope,North Dakota
58047,Cass,Horace,North Dakota
58048,Cass,Hunter,North Dakota
58049,LaMoure,Kathryn,North Dakota
58051,Cass,Kindred,North Dakota
58052,Cass,Leonard,North Dakota
58053,Richland,Lidgerwood,North Dakota
58054,Ransom,Lisbon,North Dakota
58056,Griggs,Luverne,North Dakota
58057,Richland,Mcleod,North Dakota
58058,Richland,Mantador,North Dakota
58059,Cass,Mapleton,North Dakota
58060,Sargent,Milnor,North Dakota
58061,Richland,Mooreton,North Dakota
58062,Barnes,Nome,North Dakota
58063,Barnes,Oriska,North Dakota
58064,Cass,Page,North Dakota
58065,Barnes,Pillsbury,North Dakota
58067,Sargent,Rutland,North Dakota
58068,Ransom,Sheldon,North Dakota
58069,Sargent,Stirum,North Dakota
58071,Cass,Tower City,North Dakota
58072,Barnes,Valley City,North Dakota
58075,Richland,Wahpeton,North Dakota
58076,Richland,Wahpeton,North Dakota
58077,Richland,Walcott,North Dakota
58078,Cass,West Fargo,North Dakota
58079,Cass,Wheatland,North Dakota
58081,Richland,Wyndmere,North Dakota
58102,Cass,Fargo,North Dakota
58103,Cass,Fargo,North Dakota
58104,Cass,Fargo,North Dakota
58105,Cass,Fargo,North Dakota
58201,Grand Forks,Grand Forks,North Dakota
58202,Grand Forks,Grand Forks,North Dakota
58203,Grand Forks,Grand Forks,North Dakota
58204,Grand Forks,Grand Forks Afb,North Dakota
58205,Grand Forks,Grand Forks Afb,North Dakota
58210,Walsh,Adams,North Dakota
58212,Nelson,Aneta,North Dakota
58214,Grand Forks,Arvilla,North Dakota
58216,Pembina,Bathgate,North Dakota
58218,Traill,Buxton,North Dakota
58219,Traill,Caledonia,North Dakota
58220,Pembina,Cavalier,North Dakota
58222,Pembina,Crystal,North Dakota
58223,Traill,Cummings,North Dakota
58224,Nelson,Dahlen,North Dakota
58225,Pembina,Drayton,North Dakota
58227,Walsh,Edinburg,North Dakota
58228,Grand Forks,Emerado,North Dakota
58229,Walsh,Fairdale,North Dakota
58230,Steele,Finley,North Dakota
58231,Walsh,Fordville,North Dakota
58233,Walsh,Forest River,North Dakota
58235,Grand Forks,Gilby,North Dakota
58237,Walsh,Grafton,North Dakota
58238,Pembina,Hamilton,North Dakota
58239,Cavalier,Hannah,North Dakota
58240,Grand Forks,Hatton,North Dakota
58241,Pembina,Hensel,North Dakota
58243,Walsh,Hoople,North Dakota
58244,Grand Forks,Inkster,North Dakota
58249,Cavalier,Langdon,North Dakota
58250,Walsh,Lankin,North Dakota
58251,Grand Forks,Larimore,North Dakota
58254,Nelson,Mcville,North Dakota
58256,Grand Forks,Manvel,North Dakota
58257,Traill,Mayville,North Dakota
58258,Grand Forks,Mekinock,North Dakota
58259,Nelson,Michigan,North Dakota
58260,Cavalier,Milton,North Dakota
58261,Walsh,Minto,North Dakota
58262,Pembina,Mountain,North Dakota
58265,Pembina,Neche,North Dakota
58266,Grand Forks,Niagara,North Dakota
58267,Grand Forks,Northwood,North Dakota
58269,Cavalier,Osnabrock,North Dakota
58270,Walsh,Park River,North Dakota
58271,Pembina,Pembina,North Dakota
58272,Nelson,Petersburg,North Dakota
58273,Walsh,Pisek,North Dakota
58274,Traill,Portland,North Dakota
58275,Grand Forks,Reynolds,North Dakota
58276,Pembina,Saint Thomas,North Dakota
58277,Steele,Sharon,North Dakota
58278,Grand Forks,Thompson,North Dakota
58281,Cavalier,Wales,North Dakota
58282,Pembina,Walhalla,North Dakota
58301,Ramsey,Devils Lake,North Dakota
58311,Cavalier,Alsen,North Dakota
58316,Rolette,Belcourt,North Dakota
58317,Towner,Bisbee,North Dakota
58318,Bottineau,Bottineau,North Dakota
58321,Ramsey,Brocket,North Dakota
58323,Cavalier,Calvin,North Dakota
58324,Towner,Cando,North Dakota
58325,Ramsey,Churchs Ferry,North Dakota
58327,Ramsey,Crary,North Dakota
58329,Rolette,Dunseith,North Dakota
58330,Ramsey,Edmore,North Dakota
58331,Towner,Egeland,North Dakota
58332,Benson,Esmond,North Dakota
58335,Benson,Fort Totten,North Dakota
58338,Ramsey,Hampden,North Dakota
58339,Towner,Hansboro,North Dakota
58341,Wells,Harvey,North Dakota
58343,Benson,Knox,North Dakota
58344,Nelson,Lakota,North Dakota
58345,Ramsey,Lawton,North Dakota
58346,Benson,Leeds,North Dakota
58348,Benson,Maddock,North Dakota
58351,Benson,Minnewaukan,North Dakota
58352,Cavalier,Munich,North Dakota
58353,Rolette,Mylo,North Dakota
58355,Cavalier,Nekoma,North Dakota
58356,Eddy,New Rockford,North Dakota
58357,Benson,Oberon,North Dakota
58361,Nelson,Pekin,North Dakota
58362,Ramsey,Penn,North Dakota
58363,Towner,Perth,North Dakota
58365,Towner,Rocklake,North Dakota
58366,Rolette,Rolette,North Dakota
58367,Rolette,Rolla,North Dakota
58368,Pierce,Rugby,North Dakota
58369,Rolette,Saint John,North Dakota
58370,Benson,Saint Michael,North Dakota
58372,Cavalier,Sarles,North Dakota
58374,Eddy,Sheyenne,North Dakota
58377,Ramsey,Starkweather,North Dakota
58379,Benson,Tokio,North Dakota
58380,Nelson,Tolna,North Dakota
58381,Benson,Warwick,North Dakota
58382,Ramsey,Webster,North Dakota
58384,Rolette,Willow City,North Dakota
58385,Pierce,Wolford,North Dakota
58386,Benson,York,North Dakota
58401,Stutsman,Jamestown,North Dakota
58402,Stutsman,Jamestown,North Dakota
58405,Stutsman,Jamestown,North Dakota
58413,McIntosh,Ashley,North Dakota
58415,LaMoure,Berlin,North Dakota
58416,Griggs,Binford,North Dakota
58418,Wells,Bowdon,North Dakota
58420,Stutsman,Buchanan,North Dakota
58421,Foster,Carrington,North Dakota
58422,Wells,Cathay,North Dakota
58423,Wells,Chaseley,North Dakota
58424,Stutsman,Cleveland,North Dakota
58425,Griggs,Cooperstown,North Dakota
58426,Stutsman,Courtenay,North Dakota
58428,Kidder,Dawson,North Dakota
58429,Barnes,Dazey,North Dakota
58430,Sheridan,Denhoff,North Dakota
58431,LaMoure,Dickey,North Dakota
58433,LaMoure,Edgeley,North Dakota
58436,Dickey,Ellendale,North Dakota
58438,Wells,Fessenden,North Dakota
58439,McPherson,Forbes,North Dakota
58440,Logan,Fredonia,North Dakota
58441,Dickey,Fullerton,North Dakota
58442,Logan,Gackle,North Dakota
58443,Foster,Glenfield,North Dakota
58444,Sheridan,Goodrich,North Dakota
58445,Foster,Grace City,North Dakota
58448,Griggs,Hannaford,North Dakota
58451,Wells,Hurdsfield,North Dakota
58452,Griggs,Jessie,North Dakota
58454,LaMoure,Jud,North Dakota
58455,Stutsman,Kensal,North Dakota
58456,Dickey,Kulm,North Dakota
58458,LaMoure,Lamoure,North Dakota
58460,McIntosh,Lehr,North Dakota
58461,Barnes,Litchville,North Dakota
58463,Sheridan,Mcclusky,North Dakota
58464,Griggs,Mchenry,North Dakota
58466,LaMoure,Marion,North Dakota
58467,Stutsman,Medina,North Dakota
58472,Stutsman,Montpelier,North Dakota
58474,Dickey,Oakes,North Dakota
58475,Kidder,Pettibone,North Dakota
58476,Stutsman,Pingree,North Dakota
58477,Burleigh,Regan,North Dakota
58478,Kidder,Robinson,North Dakota
58479,Barnes,Rogers,North Dakota
58480,Barnes,Sanborn,North Dakota
58481,Barnes,Spiritwood,North Dakota
58482,Kidder,Steele,North Dakota
58483,Stutsman,Streeter,North Dakota
58484,Griggs,Sutton,North Dakota
58486,Wells,Sykeston,North Dakota
58487,Kidder,Tappen,North Dakota
58488,Kidder,Tuttle,North Dakota
